role,representativeId,committee
Member_for_the_Majority,64,ENERGY
Member_for_the_Majority,65,ENERGY
Member_for_the_Majority,67,ENERGY
Member_for_the_Majority,85,ENERGY
Member_for_the_Minority,88,ENERGY
Member_for_the_Majority,93,ENERGY
Member_for_the_Majority,98,ENERGY
Member_for_the_Majority,103,ENERGY
Member_for_the_Majority,105,ENERGY
Member_for_the_Majority,115,ENERGY
Member_for_the_Majority,121,ENERGY
Member_for_the_Majority,133,ENERGY
Member_for_the_Majority,136,ENERGY
Member_for_the_Minority,149,ENERGY
Vice_Chairperson,158,ENERGY
Member_for_the_Majority,167,ENERGY
Member_for_the_Majority,172,ENERGY
Member_for_the_Majority,185,ENERGY
Member_for_the_Majority,192,ENERGY
Member_for_the_Majority,199,ENERGY
Member_for_the_Majority,209,ENERGY
Member_for_the_Majority,218,ENERGY
Member_for_the_Majority,236,ENERGY
Vice_Chairperson,242,ENERGY
Member_for_the_Majority,265,ENERGY
Member_for_the_Majority,273,ENERGY
Member_for_the_Majority,275,ENERGY
Member_for_the_Majority,278,ENERGY
Member_for_the_Majority,284,ENERGY
Member_for_the_Majority,286,ENERGY
Vice_Chairperson,287,ENERGY
Member_for_the_Majority,292,ENERGY
Member_for_the_Majority,293,ENERGY
Member_for_the_Majority,302,ENERGY
Vice_Chairperson,5,ETHICS AND PRIVILEGES
Member_for_the_Minority,54,ETHICS AND PRIVILEGES
Member_for_the_Majority,85,ETHICS AND PRIVILEGES
Member_for_the_Minority,123,ETHICS AND PRIVILEGES
Vice_Chairperson,227,ETHICS AND PRIVILEGES
Vice_Chairperson,5,FOREIGN AFFAIRS
Member_for_the_Majority,9,FOREIGN AFFAIRS
Member_for_the_Majority,26,FOREIGN AFFAIRS
Member_for_the_Majority,32,FOREIGN AFFAIRS
Member_for_the_Majority,40,FOREIGN AFFAIRS
Member_for_the_Majority,48,FOREIGN AFFAIRS
Member_for_the_Minority,56,FOREIGN AFFAIRS
Member_for_the_Minority,59,FOREIGN AFFAIRS
Member_for_the_Majority,69,FOREIGN AFFAIRS
Member_for_the_Majority,79,FOREIGN AFFAIRS
Member_for_the_Minority,88,FOREIGN AFFAIRS
Member_for_the_Majority,96,FOREIGN AFFAIRS
Member_for_the_Majority,98,FOREIGN AFFAIRS
Member_for_the_Majority,102,FOREIGN AFFAIRS
Vice_Chairperson,109,FOREIGN AFFAIRS
Member_for_the_Majority,120,FOREIGN AFFAIRS
Member_for_the_Majority,125,FOREIGN AFFAIRS
Member_for_the_Majority,135,FOREIGN AFFAIRS
Member_for_the_Majority,136,FOREIGN AFFAIRS
Member_for_the_Majority,139,FOREIGN AFFAIRS
Member_for_the_Majority,140,FOREIGN AFFAIRS
Member_for_the_Majority,163,FOREIGN AFFAIRS
Vice_Chairperson,203,FOREIGN AFFAIRS
Member_for_the_Majority,213,FOREIGN AFFAIRS
Member_for_the_Majority,217,FOREIGN AFFAIRS
Vice_Chairperson,226,FOREIGN AFFAIRS
Member_for_the_Majority,227,FOREIGN AFFAIRS
Member_for_the_Majority,228,FOREIGN AFFAIRS
Vice_Chairperson,237,FOREIGN AFFAIRS
Member_for_the_Majority,252,FOREIGN AFFAIRS
Member_for_the_Majority,256,FOREIGN AFFAIRS
Member_for_the_Majority,269,FOREIGN AFFAIRS
Member_for_the_Majority,275,FOREIGN AFFAIRS
Member_for_the_Majority,284,FOREIGN AFFAIRS
Vice_Chairperson,288,FOREIGN AFFAIRS
Member_for_the_Majority,292,FOREIGN AFFAIRS
Member_for_the_Majority,297,FOREIGN AFFAIRS
Member_for_the_Majority,300,FOREIGN AFFAIRS
Member_for_the_Majority,302,FOREIGN AFFAIRS
Member_for_the_Majority,12,GAMES AND AMUSEMENTS
Member_for_the_Minority,23,GAMES AND AMUSEMENTS
Member_for_the_Majority,37,GAMES AND AMUSEMENTS
Member_for_the_Majority,39,GAMES AND AMUSEMENTS
Vice_Chairperson,41,GAMES AND AMUSEMENTS
Member_for_the_Majority,43,GAMES AND AMUSEMENTS
Member_for_the_Majority,44,GAMES AND AMUSEMENTS
Member_for_the_Minority,54,GAMES AND AMUSEMENTS
Member_for_the_Majority,64,GAMES AND AMUSEMENTS
Vice_Chairperson,68,GAMES AND AMUSEMENTS
Member_for_the_Majority,69,GAMES AND AMUSEMENTS
Member_for_the_Majority,75,GAMES AND AMUSEMENTS
Vice_Chairperson,83,GAMES AND AMUSEMENTS
Member_for_the_Majority,85,GAMES AND AMUSEMENTS
Member_for_the_Majority,90,GAMES AND AMUSEMENTS
Member_for_the_Majority,93,GAMES AND AMUSEMENTS
Member_for_the_Majority,109,GAMES AND AMUSEMENTS
Vice_Chairperson,113,GAMES AND AMUSEMENTS
Member_for_the_Majority,116,GAMES AND AMUSEMENTS
Member_for_the_Majority,120,GAMES AND AMUSEMENTS
Member_for_the_Majority,121,GAMES AND AMUSEMENTS
Member_for_the_Majority,164,GAMES AND AMUSEMENTS
Vice_Chairperson,167,GAMES AND AMUSEMENTS
Member_for_the_Majority,168,GAMES AND AMUSEMENTS
Member_for_the_Majority,182,GAMES AND AMUSEMENTS
Member_for_the_Majority,194,GAMES AND AMUSEMENTS
Vice_Chairperson,196,GAMES AND AMUSEMENTS
Member_for_the_Majority,197,GAMES AND AMUSEMENTS
Member_for_the_Majority,199,GAMES AND AMUSEMENTS
Member_for_the_Majority,201,GAMES AND AMUSEMENTS
Vice_Chairperson,203,GAMES AND AMUSEMENTS
Member_for_the_Majority,209,GAMES AND AMUSEMENTS
Vice_Chairperson,217,GAMES AND AMUSEMENTS
Member_for_the_Majority,224,GAMES AND AMUSEMENTS
Member_for_the_Minority,248,GAMES AND AMUSEMENTS
Member_for_the_Majority,252,GAMES AND AMUSEMENTS
Member_for_the_Majority,255,GAMES AND AMUSEMENTS
Member_for_the_Majority,257,GAMES AND AMUSEMENTS
Member_for_the_Majority,262,GAMES AND AMUSEMENTS
Vice_Chairperson,264,GAMES AND AMUSEMENTS
Member_for_the_Majority,275,GAMES AND AMUSEMENTS
Member_for_the_Majority,283,GAMES AND AMUSEMENTS
Vice_Chairperson,285,GAMES AND AMUSEMENTS
Member_for_the_Majority,287,GAMES AND AMUSEMENTS
Vice_Chairperson,302,GAMES AND AMUSEMENTS
Chairperson,14,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Member_for_the_Majority,5,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Member_for_the_Majority,26,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Member_for_the_Majority,43,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Member_for_the_Majority,49,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Member_for_the_Minority,54,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Member_for_the_Majority,55,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Member_for_the_Minority,59,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Member_for_the_Minority,80,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Member_for_the_Majority,105,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Member_for_the_Majority,125,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Member_for_the_Minority,127,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Member_for_the_Majority,128,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Member_for_the_Majority,133,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Member_for_the_Majority,136,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Member_for_the_Majority,139,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Member_for_the_Majority,156,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Member_for_the_Majority,158,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Member_for_the_Majority,186,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Member_for_the_Majority,194,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Vice_Chairperson,216,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Vice_Chairperson,217,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Member_for_the_Minority,220,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Vice_Chairperson,223,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Member_for_the_Majority,252,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Member_for_the_Majority,276,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Member_for_the_Majority,278,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Member_for_the_Majority,288,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Vice_Chairperson,293,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Vice_Chairperson,302,GOOD GOVERNMENT AND PUBLIC ACCOUNTABILITY
Chairperson,201,GOVERNMENT ENTERPRISES AND PRIVATIZATION
Chairperson,186,GOVERNMENT REORGANIZATION
Member_for_the_Majority,2,GOVERNMENT ENTERPRISES AND PRIVATIZATION
Member_for_the_Majority,17,GOVERNMENT ENTERPRISES AND PRIVATIZATION
Member_for_the_Majority,24,GOVERNMENT ENTERPRISES AND PRIVATIZATION
Member_for_the_Minority,56,GOVERNMENT ENTERPRISES AND PRIVATIZATION
Member_for_the_Majority,99,GOVERNMENT ENTERPRISES AND PRIVATIZATION
Vice_Chairperson,125,GOVERNMENT ENTERPRISES AND PRIVATIZATION
Member_for_the_Minority,127,GOVERNMENT ENTERPRISES AND PRIVATIZATION
Member_for_the_Majority,135,GOVERNMENT ENTERPRISES AND PRIVATIZATION
Member_for_the_Majority,174,GOVERNMENT ENTERPRISES AND PRIVATIZATION
Member_for_the_Majority,199,GOVERNMENT ENTERPRISES AND PRIVATIZATION
Vice_Chairperson,236,GOVERNMENT ENTERPRISES AND PRIVATIZATION
Member_for_the_Majority,283,GOVERNMENT ENTERPRISES AND PRIVATIZATION
Vice_Chairperson,302,GOVERNMENT ENTERPRISES AND PRIVATIZATION
Member_for_the_Majority,67,GOVERNMENT REORGANIZATION
Member_for_the_Minority,72,GOVERNMENT REORGANIZATION
Member_for_the_Minority,88,GOVERNMENT REORGANIZATION
Vice_Chairperson,93,GOVERNMENT REORGANIZATION
Member_for_the_Majority,97,GOVERNMENT REORGANIZATION
Member_for_the_Majority,102,GOVERNMENT REORGANIZATION
Member_for_the_Minority,127,GOVERNMENT REORGANIZATION
Member_for_the_Majority,158,GOVERNMENT REORGANIZATION
Vice_Chairperson,209,GOVERNMENT REORGANIZATION
Member_for_the_Majority,213,GOVERNMENT REORGANIZATION
Member_for_the_Majority,232,GOVERNMENT REORGANIZATION
Member_for_the_Majority,241,GOVERNMENT REORGANIZATION
Member_for_the_Majority,276,GOVERNMENT REORGANIZATION
Vice_Chairperson,278,GOVERNMENT REORGANIZATION
Member_for_the_Majority,5,HEALTH
Vice_Chairperson,7,HEALTH
Member_for_the_Majority,24,HEALTH
Member_for_the_Majority,37,HEALTH
Member_for_the_Majority,39,HEALTH
Vice_Chairperson,41,HEALTH
Vice_Chairperson,48,HEALTH
Member_for_the_Majority,57,HEALTH
Member_for_the_Majority,75,HEALTH
Member_for_the_Majority,78,HEALTH
Member_for_the_Majority,79,HEALTH
Member_for_the_Minority,80,HEALTH
Member_for_the_Majority,86,HEALTH
Member_for_the_Majority,96,HEALTH
Member_for_the_Majority,103,HEALTH
Member_for_the_Majority,105,HEALTH
Member_for_the_Majority,106,HEALTH
Vice_Chairperson,109,HEALTH
Member_for_the_Majority,128,HEALTH
Vice_Chairperson,136,HEALTH
Member_for_the_Majority,158,HEALTH
Vice_Chairperson,185,HEALTH
Member_for_the_Majority,189,HEALTH
Vice_Chairperson,194,HEALTH
Member_for_the_Majority,199,HEALTH
Member_for_the_Majority,204,HEALTH
Member_for_the_Majority,224,HEALTH
Member_for_the_Majority,238,HEALTH
Member_for_the_Majority,240,HEALTH
Member_for_the_Majority,242,HEALTH
Member_for_the_Minority,248,HEALTH
Member_for_the_Majority,256,HEALTH
Member_for_the_Majority,259,HEALTH
Member_for_the_Majority,273,HEALTH
Member_for_the_Majority,284,HEALTH
Member_for_the_Majority,288,HEALTH
Member_for_the_Majority,300,HEALTH
Member_for_the_Majority,301,HEALTH
Member_for_the_Majority,6,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,20,HIGHER AND TECHNICAL EDUCATION
Vice_Chairperson,33,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,37,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,48,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,51,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Minority,54,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,55,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,62,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Minority,80,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,85,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,86,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,90,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,99,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,104,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,107,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,124,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,125,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,141,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,145,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,146,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,148,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,157,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,163,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,168,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,176,HIGHER AND TECHNICAL EDUCATION
Vice_Chairperson,177,HIGHER AND TECHNICAL EDUCATION
Vice_Chairperson,180,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,185,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,186,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,194,HIGHER AND TECHNICAL EDUCATION
Vice_Chairperson,197,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,199,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,207,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,213,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Minority,220,HIGHER AND TECHNICAL EDUCATION
Vice_Chairperson,224,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,225,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,243,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,247,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Minority,248,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,251,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,256,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,264,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,276,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,286,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,301,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,302,HIGHER AND TECHNICAL EDUCATION
Member_for_the_Majority,2,HOUSING AND URBAN DEVELOPMENT
Member_for_the_Majority,37,HOUSING AND URBAN DEVELOPMENT
Member_for_the_Majority,40,HOUSING AND URBAN DEVELOPMENT
Member_for_the_Majority,42,HOUSING AND URBAN DEVELOPMENT
Member_for_the_Majority,48,HOUSING AND URBAN DEVELOPMENT
Member_for_the_Minority,56,HOUSING AND URBAN DEVELOPMENT
Member_for_the_Majority,93,HOUSING AND URBAN DEVELOPMENT
Member_for_the_Majority,99,HOUSING AND URBAN DEVELOPMENT
Vice_Chairperson,103,HOUSING AND URBAN DEVELOPMENT
Member_for_the_Majority,104,HOUSING AND URBAN DEVELOPMENT
Member_for_the_Majority,124,HOUSING AND URBAN DEVELOPMENT
Member_for_the_Majority,145,HOUSING AND URBAN DEVELOPMENT
Member_for_the_Majority,154,HOUSING AND URBAN DEVELOPMENT
Member_for_the_Majority,156,HOUSING AND URBAN DEVELOPMENT
Member_for_the_Majority,167,HOUSING AND URBAN DEVELOPMENT
Member_for_the_Majority,174,HOUSING AND URBAN DEVELOPMENT
Vice_Chairperson,186,HOUSING AND URBAN DEVELOPMENT
Member_for_the_Majority,189,HOUSING AND URBAN DEVELOPMENT
Vice_Chairperson,196,HOUSING AND URBAN DEVELOPMENT
Member_for_the_Majority,209,HOUSING AND URBAN DEVELOPMENT
Member_for_the_Majority,225,HOUSING AND URBAN DEVELOPMENT
Vice_Chairperson,227,HOUSING AND URBAN DEVELOPMENT
Member_for_the_Majority,240,HOUSING AND URBAN DEVELOPMENT
Member_for_the_Majority,273,HOUSING AND URBAN DEVELOPMENT
Vice_Chairperson,279,HOUSING AND URBAN DEVELOPMENT
Member_for_the_Majority,284,HOUSING AND URBAN DEVELOPMENT
Member_for_the_Majority,286,HOUSING AND URBAN DEVELOPMENT
Member_for_the_Majority,292,HOUSING AND URBAN DEVELOPMENT
Member_for_the_Majority,299,HOUSING AND URBAN DEVELOPMENT
Vice_Chairperson,300,HOUSING AND URBAN DEVELOPMENT
Member_for_the_Majority,301,HOUSING AND URBAN DEVELOPMENT
Member_for_the_Majority,5,HUMAN RIGHTS
Member_for_the_Majority,6,HUMAN RIGHTS
Member_for_the_Majority,33,HUMAN RIGHTS
Vice_Chairperson,83,HUMAN RIGHTS
Member_for_the_Majority,85,HUMAN RIGHTS
Member_for_the_Majority,96,HUMAN RIGHTS
Member_for_the_Minority,123,HUMAN RIGHTS
Member_for_the_Majority,166,HUMAN RIGHTS
Member_for_the_Majority,213,HUMAN RIGHTS
Vice_Chairperson,241,HUMAN RIGHTS
Member_for_the_Majority,243,HUMAN RIGHTS
Member_for_the_Majority,263,HUMAN RIGHTS
Member_for_the_Majority,299,HUMAN RIGHTS
Chairperson,118,HUMAN RIGHTS
Chairperson,182,INDIGENOUS CULTURAL COMMUNITIES AND INDIGENOUS PEOPLES
Member_for_the_Majority,33,INDIGENOUS CULTURAL COMMUNITIES AND INDIGENOUS PEOPLES
Member_for_the_Majority,37,INDIGENOUS CULTURAL COMMUNITIES AND INDIGENOUS PEOPLES
Member_for_the_Minority,56,INDIGENOUS CULTURAL COMMUNITIES AND INDIGENOUS PEOPLES
Vice_Chairperson,57,INDIGENOUS CULTURAL COMMUNITIES AND INDIGENOUS PEOPLES
Member_for_the_Majority,78,INDIGENOUS CULTURAL COMMUNITIES AND INDIGENOUS PEOPLES
Member_for_the_Majority,84,INDIGENOUS CULTURAL COMMUNITIES AND INDIGENOUS PEOPLES
Member_for_the_Majority,85,INDIGENOUS CULTURAL COMMUNITIES AND INDIGENOUS PEOPLES
Vice_Chairperson,90,INDIGENOUS CULTURAL COMMUNITIES AND INDIGENOUS PEOPLES
Vice_Chairperson,122,INDIGENOUS CULTURAL COMMUNITIES AND INDIGENOUS PEOPLES
Member_for_the_Majority,169,INDIGENOUS CULTURAL COMMUNITIES AND INDIGENOUS PEOPLES
Vice_Chairperson,197,INDIGENOUS CULTURAL COMMUNITIES AND INDIGENOUS PEOPLES
Vice_Chairperson,243,INDIGENOUS CULTURAL COMMUNITIES AND INDIGENOUS PEOPLES
Member_for_the_Majority,276,INDIGENOUS CULTURAL COMMUNITIES AND INDIGENOUS PEOPLES
Member_for_the_Majority,281,INDIGENOUS CULTURAL COMMUNITIES AND INDIGENOUS PEOPLES
Member_for_the_Majority,295,INDIGENOUS CULTURAL COMMUNITIES AND INDIGENOUS PEOPLES
Chairperson,301,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Vice_Chairperson,2,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Member_for_the_Majority,32,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Member_for_the_Majority,40,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Member_for_the_Majority,49,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Member_for_the_Minority,54,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Vice_Chairperson,61,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Member_for_the_Minority,72,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Member_for_the_Majority,79,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Member_for_the_Majority,81,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Member_for_the_Majority,102,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Member_for_the_Majority,103,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Member_for_the_Majority,104,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Member_for_the_Majority,133,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Member_for_the_Majority,135,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Member_for_the_Majority,164,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Member_for_the_Majority,174,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Vice_Chairperson,187,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Member_for_the_Majority,194,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Member_for_the_Majority,197,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Member_for_the_Majority,199,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Member_for_the_Majority,201,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Member_for_the_Majority,203,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Member_for_the_Majority,217,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Member_for_the_Majority,224,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Vice_Chairperson,251,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Vice_Chairperson,264,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Member_for_the_Majority,265,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Member_for_the_Majority,273,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Vice_Chairperson,300,INFORMATION AND COMMUNICATIONS TECHNOLOGY
Chairperson,109,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Majority,7,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Majority,32,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Majority,40,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Minority,56,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Majority,78,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Majority,81,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Majority,83,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Majority,85,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Majority,99,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Majority,107,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Vice_Chairperson,120,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Minority,123,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Minority,127,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Majority,135,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Vice_Chairperson,154,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Majority,168,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Majority,174,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Majority,183,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Majority,194,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Majority,213,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Majority,227,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Vice_Chairperson,235,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Majority,238,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Minority,248,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Majority,252,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Majority,255,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Majority,263,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Majority,268,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Majority,275,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Majority,284,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Vice_Chairperson,288,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Majority,292,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Majority,297,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Majority,299,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Member_for_the_Majority,300,INTER-PARLIAMENTARY RELATIONS AND DIPLOMACY
Vice_Chairperson,5,JUSTICE
Member_for_the_Majority,12,JUSTICE
Member_for_the_Minority,56,JUSTICE
Member_for_the_Majority,63,JUSTICE
Member_for_the_Minority,88,JUSTICE
Member_for_the_Majority,96,JUSTICE
Vice_Chairperson,121,JUSTICE
Member_for_the_Minority,123,JUSTICE
Vice_Chairperson,128,JUSTICE
Member_for_the_Majority,141,JUSTICE
Member_for_the_Majority,166,JUSTICE
Member_for_the_Majority,174,JUSTICE
Member_for_the_Majority,176,JUSTICE
Member_for_the_Majority,180,JUSTICE
Vice_Chairperson,197,JUSTICE
Vice_Chairperson,199,JUSTICE
Member_for_the_Minority,220,JUSTICE
Member_for_the_Majority,242,JUSTICE
Member_for_the_Majority,247,JUSTICE
Member_for_the_Majority,259,JUSTICE
Member_for_the_Majority,302,JUSTICE
Chairperson,217,LABOR AND EMPLOYMENT
Member_for_the_Majority,5,LABOR AND EMPLOYMENT
Vice_Chairperson,6,LABOR AND EMPLOYMENT
Vice_Chairperson,14,LABOR AND EMPLOYMENT
Vice_Chairperson,16,LABOR AND EMPLOYMENT
Member_for_the_Majority,33,LABOR AND EMPLOYMENT
Member_for_the_Majority,61,LABOR AND EMPLOYMENT
Member_for_the_Majority,64,LABOR AND EMPLOYMENT
Member_for_the_Majority,79,LABOR AND EMPLOYMENT
Member_for_the_Majority,91,LABOR AND EMPLOYMENT
Member_for_the_Majority,96,LABOR AND EMPLOYMENT
Member_for_the_Minority,123,LABOR AND EMPLOYMENT
Member_for_the_Minority,127,LABOR AND EMPLOYMENT
Member_for_the_Majority,128,LABOR AND EMPLOYMENT
Member_for_the_Majority,139,LABOR AND EMPLOYMENT
Member_for_the_Majority,164,LABOR AND EMPLOYMENT
Member_for_the_Majority,166,LABOR AND EMPLOYMENT
Member_for_the_Majority,174,LABOR AND EMPLOYMENT
Member_for_the_Majority,176,LABOR AND EMPLOYMENT
Member_for_the_Majority,177,LABOR AND EMPLOYMENT
Member_for_the_Majority,180,LABOR AND EMPLOYMENT
Member_for_the_Majority,185,LABOR AND EMPLOYMENT
Vice_Chairperson,191,LABOR AND EMPLOYMENT
Member_for_the_Majority,193,LABOR AND EMPLOYMENT
Member_for_the_Majority,209,LABOR AND EMPLOYMENT
Member_for_the_Majority,213,LABOR AND EMPLOYMENT
